date;Conductivity;Temperature;Pressure;Temperature;Dissolved O2 concentration;PAR;pH;Chlorophyll-a;FDOM;Turbidity;Sea pressure;Depth;Salinity;Speed of sound;Specific conductivity;Dissolved O2 saturation;Density anomaly
2024-09-12 08:58:46,000;0,000229428755119443;19,3859252929688;10,1183300018311;19,1476993560791;164,489288330078;-0,000996176619082689;3,4914288520813;16,0120010375977;20,2310009002686;400,631439208984;-0,0141696929931641;-0,0140541438013315;0,00974945351481438;1480,46862792969;0,256984949111938;57,2349548339844;
2024-09-12 08:58:46,500;0,000416164635680616;19,38623046875;10,1123609542847;19,1476993560791;164,489334106445;-0,00222284556366503;3,58560276031494;16,0069999694824;20,1885013580322;400,609375;-0,0201387405395508;-0,0199745148420334;0,00970313884317875;1480,46948242188;0,466146230697632;57,2352981567383;
2024-09-12 08:58:47,000;0,000322588020935655;19,3867492675781;10,1212682723999;19,1483993530273;164,957656860352;0,000226769494474865;1,2611722946167;16,0150012969971;20,1830005645752;400,600830078125;-0,0112314224243164;-0,011139833368361;0,00972122978419066;1480,47119140625;0,361327022314072;57,3988647460938;
2024-09-12 08:58:47,500;0,00047189905308187;19,3872680664062;10,1112375259399;19,1483993530273;164,957656860352;-0,00161079945974052;-1,02370655536652;15,9985008239746;20,1720008850098;400,650634765625;-0,0212621688842773;-0,021088782697916;0,00969656370580196;1480,47265625;0,528562664985657;57,3994522094727;
2024-09-12 08:58:48,000;0,000435297668445855;19,3879089355469;10,1163654327393;19,1497001647949;164,494720458984;-0,00100156397093087;-0,408162534236908;16,0025005340576;20,1285018920898;400,613739013672;-0,0161342620849609;-0,0160026922821999;0,00970117468386889;1480,47485351562;0,487559646368027;57,2391128540039;
2024-09-12 09:41:38,000;0,000797548156697303;16,1229553222656;10,1765336990356;15,9334993362427;299,379760742187;440,161193847656;-25,87841796875;0,272000014781952;1,76850008964539;0,174649998545647;0,0440340042114258;0,0436749197542667;0,008267592638731;1469,83032226563;0,960382521152496;97,3779220581055;-1,06910528759704
2024-09-12 09:41:38,500;0,000703974161297083;16,1189270019531;10,1759967803955;15,9334993362427;299,379760742187;443,736419677734;-23,0977554321289;0,096500001847744;1,99500012397766;0,176100000739098;0,0434970855712891;0,0431423783302307;0,00825677905231714;1469,81652832031;0,84778219461441;97,3695983886719;-1,06845600469171
2024-09-12 09:41:39,000;0,000572122051380575;16,114990234375;10,1792545318604;15,918999671936;301,087371826172;469,831115722656;-21,3250141143799;0,697500050067902;2,33100008964539;0,179299995303154;0,0467548370361328;0,0463735647499561;0,00824778713285923;1469,80322265625;0,689057648181915;97,9167861938477;-1,06780285801904
2024-09-12 09:41:39,500;0,000480238755699247;16,1154174804688;10,1819400787354;15,918999671936;301,087371826172;480,165618896484;-19,7525405883789;-0,108500003814697;1,85350012779236;0,17289999127388;0,0494403839111328;0,0490372106432915;0,00824784673750401;1469,80480957031;0,578388750553131;97,9176635742187;-1,06786031917954
2024-09-12 09:41:40,000;0,000669086817651987;16,1177673339844;10,1776475906372;15,9284000396729;299,80029296875;519,0185546875;-18,6848793029785;-0,0210000015795231;2,02600002288818;0,183499991893768;0,0451478958129883;0,0447797290980816;0,00825366657227278;1469,81262207031;0,805789530277252;97,5039596557617;-1,06826073357229
