ID site,DD MMM YYYY,HH:MM:SS,date,Temperature,Conductivity,PAR,TimeH,TimeM,TimeS,Scan,Salinity,Depth,Sigma-é00,Density
5,2024-09-12,"09:49:19,000",2024-09-12 09:49:19.000,"16,4949","44,624674","4,31E+02","0,1285","7,7104","462,625",1852,"35,2021","1,002","25,7886","1025,793"
5,2024-09-12,"09:49:19,000",2024-09-12 09:49:19.500,"16,4949","44,624899","4,25E+02","0,12865","7,7188","463,125",1854,"35,2023","0,988","25,7888","1025,7931"
5,2024-09-12,"09:49:20,000",2024-09-12 09:49:20.000,"16,4952","44,625753","4,20E+02","0,12878","7,7271","463,625",1856,"35,2028","0,97","25,7891","1025,7933"
5,2024-09-12,"09:49:20,000",2024-09-12 09:49:20.500,"16,4961","44,626577","4,09E+02","0,12893","7,7354","464,125",1858,"35,2028","0,954","25,7889","1025,7931"
5,2024-09-12,"09:49:21,000",2024-09-12 09:49:21.000,"16,4968","44,626478","4,22E+02","0,12906","7,7438","464,625",1860,"35,2021","0,948","25,7881","1025,7923"
5,2024-09-12,"09:49:21,000",2024-09-12 09:49:21.500,"16,4967","44,625062","4,18E+02","0,12921","7,7521","465,125",1862,"35,201","0,951","25,7873","1025,7915"
5,2024-09-12,"09:49:22,000",2024-09-12 09:49:22.000,"16,4954","44,622228","4,23E+02","0,12934","7,7604","465,625",1864,"35,1995","0,962","25,7865","1025,7907"
5,2024-09-12,"09:49:22,000",2024-09-12 09:49:22.500,"16,493","44,619127","4,28E+02","0,12948","7,7688","466,125",1866,"35,1989","0,974","25,7866","1025,7908"
5,2024-09-12,"09:49:23,000",2024-09-12 09:49:23.000,"16,4905","44,617839","4,46E+02","0,12961","7,7771","466,625",1868,"35,2","0,981","25,788","1025,7923"
5,2024-09-12,"09:49:23,000",2024-09-12 09:49:23.500,"16,489","44,617738","4,42E+02","0,12976","7,7854","467,125",1870,"35,2011","0,983","25,7892","1025,7935"
5,2024-09-12,"09:49:24,000",2024-09-12 09:49:24.000,"16,4885","44,617402","4,41E+02","0,12989","7,7937","467,625",1872,"35,2014","0,982","25,7895","1025,7939"
5,2024-09-12,"09:49:24,000",2024-09-12 09:49:24.500,"16,4881","44,617226","4,50E+02","0,13004","7,8021","468,125",1874,"35,2015","0,978","25,7897","1025,794"
5,2024-09-12,"09:49:25,000",2024-09-12 09:49:25.000,"16,4882","44,61827","4,54E+02","0,13017","7,8104","468,625",1876,"35,2023","0,97","25,7904","1025,7946"
5,2024-09-12,"09:49:25,000",2024-09-12 09:49:25.500,"16,4892","44,619988","4,57E+02","0,13032","7,8187","469,125",1878,"35,2031","0,961","25,7906","1025,7949"
5,2024-09-12,"09:49:26,000",2024-09-12 09:49:26.000,"16,4907","44,62105","4,77E+02","0,13045","7,8271","469,625",1880,"35,2027","0,956","25,7901","1025,7942"
5,2024-09-12,"09:49:26,000",2024-09-12 09:49:26.500,"16,4916","44,621202","4,83E+02","0,13059","7,8354","470,125",1882,"35,202","0,958","25,7893","1025,7935"
5,2024-09-12,"09:49:27,000",2024-09-12 09:49:27.000,"16,4918","44,621246","4,96E+02","0,13072","7,8438","470,625",1884,"35,2018","0,966","25,7891","1025,7933"
5,2024-09-12,"09:49:27,000",2024-09-12 09:49:27.500,"16,4919","44,621479","5,09E+02","0,13087","7,8521","471,125",1886,"35,2019","0,974","25,7892","1025,7935"
5,2024-09-12,"09:49:28,000",2024-09-12 09:49:28.000,"16,4919","44,621384","4,97E+02","0,131","7,8604","471,625",1888,"35,2019","0,984","25,7891","1025,7935"
5,2024-09-12,"09:49:28,000",2024-09-12 09:49:28.500,"16,4919","44,621085","4,98E+02","0,13115","7,8688","472,125",1890,"35,2015","0,994","25,7889","1025,7933"
5,2024-09-12,"09:49:29,000",2024-09-12 09:49:29.000,"16,4918","44,621038","4,94E+02","0,13128","7,8771","472,625",1892,"35,2017","1,013","25,7891","1025,7935"
5,2024-09-12,"09:49:29,000",2024-09-12 09:49:29.500,"16,4915","44,620784","4,95E+02","0,13143","7,8854","473,125",1894,"35,2017","1,046","25,7891","1025,7937"
5,2024-09-12,"09:49:30,000",2024-09-12 09:49:30.000,"16,4909","44,619206","4,75E+02","0,13156","7,8938","473,625",1896,"35,2007","1,087","25,7884","1025,7933"
5,2024-09-12,"09:49:30,000",2024-09-12 09:49:30.500,"16,4896","44,617464","4,69E+02","0,13171","7,9021","474,125",1898,"35,2004","1,135","25,7886","1025,7935"
5,2024-09-12,"09:49:31,000",2024-09-12 09:49:31.000,"16,4879","44,616312","4,67E+02","0,13184","7,9104","474,625",1900,"35,2007","1,18","25,7893","1025,7944"
5,2024-09-12,"09:49:31,000",2024-09-12 09:49:31.500,"16,4866","44,614638","4,67E+02","0,13198","7,9187","475,125",1902,"35,2005","1,22","25,7893","1025,7947"
5,2024-09-12,"09:49:32,000",2024-09-12 09:49:32.000,"16,4851","44,613214","4,49E+02","0,13211","7,9271","475,625",1904,"35,2005","1,258","25,7897","1025,7952"
5,2024-09-12,"09:49:32,000",2024-09-12 09:49:32.500,"16,4838","44,612156","4,31E+02","0,13226","7,9354","476,125",1906,"35,2007","1,303","25,7901","1025,7959"
5,2024-09-12,"09:49:33,000",2024-09-12 09:49:33.000,"16,4827","44,610714","4,20E+02","0,13239","7,9437","476,625",1908,"35,2004","1,36","25,7901","1025,7962"
5,2024-09-12,"09:49:33,000",2024-09-12 09:49:33.500,"16,4809","44,6074","4,30E+02","0,13254","7,9521","477,125",1910,"35,199","1,426","25,7895","1025,7958"
5,2024-09-12,"09:49:34,000",2024-09-12 09:49:34.000,"16,4781","44,604592","4,24E+02","0,13267","7,9604","477,625",1912,"35,1989","1,496","25,7902","1025,7968"
5,2024-09-12,"09:49:34,000",2024-09-12 09:49:34.500,"16,4755","44,602066","4,10E+02","0,13282","7,9688","478,125",1914,"35,199","1,559","25,7908","1025,7976"
5,2024-09-12,"09:49:35,000",2024-09-12 09:49:35.000,"16,4731","44,600514","4,06E+02","0,13295","7,9771","478,625",1916,"35,1997","1,609","25,792","1025,7991"
5,2024-09-12,"09:49:35,000",2024-09-12 09:49:35.500,"16,4714","44,60036","4,09E+02","0,13309","7,9854","479,125",1918,"35,2011","1,65","25,7934","1025,8007"
5,2024-09-12,"09:49:36,000",2024-09-12 09:49:36.000,"16,471","44,60051","3,97E+02","0,13322","7,9938","479,625",1920,"35,2016","1,687","25,7938","1025,8013"
5,2024-09-12,"09:49:36,000",2024-09-12 09:49:36.500,"16,4707","44,59885","3,77E+02","0,13337","8,0021","480,125",1922,"35,2004","1,728","25,7929","1025,8005"
5,2024-09-12,"09:49:37,000",2024-09-12 09:49:37.000,"16,4689","44,595349","3,72E+02","0,1335","8,0104","480,625",1924,"35,1989","1,78","25,7922","1025,8"
5,2024-09-12,"09:49:37,000",2024-09-12 09:49:37.500,"16,4657","44,591547","3,58E+02","0,13365","8,0188","481,125",1926,"35,1983","1,837","25,7925","1025,8005"
5,2024-09-12,"09:49:38,000",2024-09-12 09:49:38.000,"16,462","44,588464","3,53E+02","0,13378","8,0271","481,625",1928,"35,1988","1,892","25,7937","1025,8021"
5,2024-09-12,"09:49:38,000",2024-09-12 09:49:38.500,"16,459","44,587139","3,36E+02","0,13393","8,0354","482,125",1930,"35,2002","1,939","25,7955","1025,8041"
5,2024-09-12,"09:49:39,000",2024-09-12 09:49:39.000,"16,4575","44,586892","3,42E+02","0,13406","8,0437","482,625",1932,"35,2013","1,98","25,7968","1025,8055"
5,2024-09-12,"09:49:39,000",2024-09-12 09:49:39.500,"16,4571","44,587029","3,32E+02","0,13421","8,0521","483,125",1934,"35,2018","2,019","25,7972","1025,8061"
5,2024-09-12,"09:49:40,000",2024-09-12 09:49:40.000,"16,4571","44,587133","3,35E+02","0,13434","8,0604","483,625",1936,"35,2019","2,064","25,7973","1025,8063"
5,2024-09-12,"09:49:40,000",2024-09-12 09:49:40.500,"16,4571","44,587111","3,14E+02","0,13448","8,0688","484,125",1938,"35,2019","2,117","25,7973","1025,8066"
5,2024-09-12,"09:49:41,000",2024-09-12 09:49:41.000,"16,4568","44,586767","3,16E+02","0,13461","8,0771","484,625",1940,"35,2018","2,179","25,7973","1025,8068"
5,2024-09-12,"09:49:41,000",2024-09-12 09:49:41.500,"16,4564","44,586144","3,11E+02","0,13476","8,0854","485,125",1942,"35,2015","2,244","25,7972","1025,8071"
5,2024-09-12,"09:49:42,000",2024-09-12 09:49:42.000,"16,4556","44,585265","3,06E+02","0,13489","8,0938","485,625",1944,"35,2015","2,302","25,7973","1025,8074"
5,2024-09-12,"09:49:42,000",2024-09-12 09:49:42.500,"16,4549","44,584939","2,97E+02","0,13504","8,1021","486,125",1946,"35,2018","2,353","25,7978","1025,8081"
5,2024-09-12,"09:49:43,000",2024-09-12 09:49:43.000,"16,4545","44,585537","2,95E+02","0,13517","8,1104","486,625",1948,"35,2026","2,398","25,7985","1025,809"
5,2024-09-12,"09:49:43,000",2024-09-12 09:49:43.500,"16,4549","44,586084","2,93E+02","0,13532","8,1187","487,125",1950,"35,2028","2,439","25,7985","1025,8093"
5,2024-09-12,"09:49:44,000",2024-09-12 09:49:44.000,"16,4552","44,586932","2,85E+02","0,13545","8,1271","487,625",1952,"35,2032","2,485","25,7988","1025,8097"
5,2024-09-12,"09:49:44,000",2024-09-12 09:49:44.500,"16,4557","44,588301","2,71E+02","0,1356","8,1354","488,125",1954,"35,2039","2,535","25,7993","1025,8104"
5,2024-09-12,"09:49:45,000",2024-09-12 09:49:45.000,"16,4568","44,589383","2,73E+02","0,13572","8,1438","488,625",1956,"35,2039","2,585","25,7989","1025,8103"
5,2024-09-12,"09:49:45,000",2024-09-12 09:49:45.500,"16,458","44,589388","2,68E+02","0,13587","8,1521","489,125",1958,"35,2028","2,632","25,7979","1025,8094"
5,2024-09-12,"09:49:46,000",2024-09-12 09:49:46.000,"16,4584","44,588918","2,66E+02","0,136","8,1604","489,625",1960,"35,2021","2,674","25,7972","1025,809"
5,2024-09-12,"09:49:46,000",2024-09-12 09:49:46.500,"16,4581","44,588076","2,62E+02","0,13615","8,1687","490,125",1962,"35,2015","2,715","25,7968","1025,8088"
5,2024-09-12,"09:49:47,000",2024-09-12 09:49:47.000,"16,4573","44,58632","2,55E+02","0,13628","8,1771","490,625",1964,"35,2007","2,758","25,7964","1025,8085"
5,2024-09-12,"09:49:47,000",2024-09-12 09:49:47.500,"16,4558","44,584327","2,47E+02","0,13643","8,1854","491,125",1966,"35,2002","2,803","25,7964","1025,8088"
5,2024-09-12,"09:49:48,000",2024-09-12 09:49:48.000,"16,4538","44,582012","2,41E+02","0,13656","8,1938","491,625",1968,"35,1999","2,851","25,7966","1025,8092"
5,2024-09-12,"09:49:48,000",2024-09-12 09:49:48.500,"16,4515","44,580303","2,43E+02","0,13671","8,2021","492,125",1970,"35,2005","2,898","25,7975","1025,8103"
5,2024-09-12,"09:49:49,000",2024-09-12 09:49:49.000,"16,4496","44,580025","2,39E+02","0,13684","8,2104","492,625",1972,"35,2018","2,945","25,7991","1025,8121"
5,2024-09-12,"09:49:49,000",2024-09-12 09:49:49.500,"16,449","44,580018","2,36E+02","0,13698","8,2188","493,125",1974,"35,2024","2,994","25,7996","1025,8128"
5,2024-09-12,"09:49:50,000",2024-09-12 09:49:50.000,"16,4487","44,579453","2,31E+02","0,13711","8,2271","493,625",1976,"35,2021","3,045","25,7995","1025,8129"
5,2024-09-12,"09:49:50,000",2024-09-12 09:49:50.500,"16,4481","44,578445","2,26E+02","0,13726","8,2354","494,125",1978,"35,2017","3,097","25,7993","1025,813"
5,2024-09-12,"09:49:51,000",2024-09-12 09:49:51.000,"16,4471","44,577159","2,25E+02","0,13739","8,2437","494,625",1980,"35,2015","3,149","25,7993","1025,8132"
5,2024-09-12,"09:49:51,000",2024-09-12 09:49:51.500,"16,446","44,576054","2,29E+02","0,13754","8,2521","495,125",1982,"35,2014","3,197","25,7996","1025,8137"
5,2024-09-12,"09:49:52,000",2024-09-12 09:49:52.000,"16,4449","44,575345","2,27E+02","0,13767","8,2604","495,625",1984,"35,2017","3,244","25,8","1025,8144"
5,2024-09-12,"09:49:52,000",2024-09-12 09:49:52.500,"16,4438","44,574824","2,29E+02","0,13782","8,2688","496,125",1986,"35,2022","3,29","25,8008","1025,8153"
5,2024-09-12,"09:49:53,000",2024-09-12 09:49:53.000,"16,443","44,574526","2,22E+02","0,13795","8,2771","496,625",1988,"35,2026","3,335","25,8012","1025,8159"
5,2024-09-12,"09:49:53,000",2024-09-12 09:49:53.500,"16,4427","44,574385","2,29E+02","0,1381","8,2854","497,125",1990,"35,2028","3,38","25,8015","1025,8163"
5,2024-09-12,"09:49:54,000",2024-09-12 09:49:54.000,"16,4425","44,574364","2,27E+02","0,13822","8,2937","497,625",1992,"35,2028","3,425","25,8015","1025,8166"
5,2024-09-12,"09:49:54,000",2024-09-12 09:49:54.500,"16,4424","44,574475","2,25E+02","0,13837","8,3021","498,125",1994,"35,2031","3,471","25,8017","1025,817"
5,2024-09-12,"09:49:55,000",2024-09-12 09:49:55.000,"16,4425","44,57468","2,23E+02","0,1385","8,3104","498,625",1996,"35,2032","3,519","25,8017","1025,8172"
5,2024-09-12,"09:49:55,000",2024-09-12 09:49:55.500,"16,4427","44,574949","2,30E+02","0,13865","8,3188","499,125",1998,"35,2032","3,571","25,8018","1025,8175"
5,2024-09-12,"09:49:56,000",2024-09-12 09:49:56.000,"16,4427","44,575196","2,27E+02","0,13878","8,3271","499,625",2000,"35,2034","3,629","25,8018","1025,8178"
5,2024-09-12,"09:49:56,000",2024-09-12 09:49:56.500,"16,4429","44,57537","2,30E+02","0,13893","8,3354","500,125",2002,"35,2034","3,688","25,8019","1025,8181"
5,2024-09-12,"09:49:57,000",2024-09-12 09:49:57.000,"16,443","44,575319","2,28E+02","0,13906","8,3438","500,625",2004,"35,2032","3,744","25,8017","1025,8182"
5,2024-09-12,"09:49:57,000",2024-09-12 09:49:57.500,"16,443","44,575387","2,37E+02","0,13921","8,3521","501,125",2006,"35,2033","3,793","25,8017","1025,8185"
5,2024-09-12,"09:49:58,000",2024-09-12 09:49:58.000,"16,443","44,575655","2,44E+02","0,13935","8,3604","501,625",2008,"35,2035","3,836","25,8019","1025,8188"
5,2024-09-12,"09:49:58,000",2024-09-12 09:49:58.500,"16,4432","44,576048","2,47E+02","0,13948","8,3687","502,125",2010,"35,2036","3,872","25,802","1025,8191"
5,2024-09-12,"09:49:59,000",2024-09-12 09:49:59.000,"16,4436","44,576349","2,61E+02","0,13961","8,3771","502,625",2012,"35,2036","3,906","25,8018","1025,819"
5,2024-09-12,"09:49:59,000",2024-09-12 09:49:59.500,"16,444","44,57631","2,76E+02","0,13976","8,3854","503,125",2014,"35,2032","3,942","25,8014","1025,8187"
5,2024-09-12,"09:50:00,000",2024-09-12 09:50:00.000,"16,444","44,575987","2,82E+02","0,13989","8,3938","503,625",2016,"35,2028","3,984","25,8011","1025,8187"
5,2024-09-12,"09:50:00,000",2024-09-12 09:50:00.500,"16,4438","44,575574","3,14E+02","0,14004","8,4021","504,125",2018,"35,2026","4,036","25,801","1025,8188"
5,2024-09-12,"09:50:01,000",2024-09-12 09:50:01.000,"16,4434","44,575416","3,20E+02","0,14017","8,4104","504,625",2020,"35,2028","4,094","25,8013","1025,8193"
5,2024-09-12,"09:50:01,000",2024-09-12 09:50:01.500,"16,4432","44,575769","3,19E+02","0,14032","8,4187","505,125",2022,"35,2032","4,152","25,8017","1025,82"
5,2024-09-12,"09:50:02,000",2024-09-12 09:50:02.000,"16,4434","44,576223","3,40E+02","0,14046","8,4271","505,625",2024,"35,2035","4,207","25,8018","1025,8204"
5,2024-09-12,"09:50:02,000",2024-09-12 09:50:02.500,"16,4435","44,576302","3,43E+02","0,1406","8,4354","506,125",2026,"35,2035","4,252","25,8017","1025,8205"
5,2024-09-12,"09:50:03,000",2024-09-12 09:50:03.000,"16,4436","44,576081","3,53E+02","0,14072","8,4438","506,625",2028,"35,2032","4,291","25,8015","1025,8205"
5,2024-09-12,"09:50:03,000",2024-09-12 09:50:03.500,"16,4433","44,575822","3,79E+02","0,14087","8,4521","507,125",2030,"35,2032","4,326","25,8015","1025,8206"
5,2024-09-12,"09:50:04,000",2024-09-12 09:50:04.000,"16,443","44,575516","3,73E+02","0,141","8,4604","507,625",2032,"35,2031","4,361","25,8016","1025,8208"
5,2024-09-12,"09:50:04,000",2024-09-12 09:50:04.500,"16,4429","44,57518","3,82E+02","0,14115","8,4688","508,125",2034,"35,203","4,4","25,8015","1025,8209"
5,2024-09-12,"09:50:05,000",2024-09-12 09:50:05.000,"16,4426","44,574822","3,72E+02","0,14128","8,4771","508,625",2036,"35,2028","4,441","25,8015","1025,8211"
5,2024-09-12,"09:50:05,000",2024-09-12 09:50:05.500,"16,4422","44,574355","4,00E+02","0,14143","8,4854","509,125",2038,"35,2028","4,482","25,8015","1025,8213"
5,2024-09-12,"09:50:06,000",2024-09-12 09:50:06.000,"16,4417","44,574062","3,84E+02","0,14157","8,4937","509,625",2040,"35,2029","4,524","25,8017","1025,8216"
5,2024-09-12,"09:50:06,000",2024-09-12 09:50:06.500,"16,4413","44,573922","3,90E+02","0,14171","8,5021","510,125",2042,"35,2032","4,564","25,8021","1025,8222"
5,2024-09-12,"09:50:07,000",2024-09-12 09:50:07.000,"16,4411","44,573919","4,02E+02","0,14185","8,5104","510,625",2044,"35,2033","4,603","25,8022","1025,8225"
5,2024-09-12,"09:50:07,000",2024-09-12 09:50:07.500,"16,4411","44,573847","4,34E+02","0,14198","8,5188","511,125",2046,"35,2032","4,643","25,8021","1025,8226"
5,2024-09-12,"09:50:08,000",2024-09-12 09:50:08.000,"16,441","44,573606","4,02E+02","0,14211","8,5271","511,625",2048,"35,2031","4,687","25,8021","1025,8227"
5,2024-09-12,"09:50:08,000",2024-09-12 09:50:08.500,"16,4408","44,573466","4,19E+02","0,14226","8,5354","512,125",2050,"35,2032","4,732","25,8022","1025,8231"
5,2024-09-12,"09:50:09,000",2024-09-12 09:50:09.000,"16,4406","44,573256","4,39E+02","0,14239","8,5437","512,625",2052,"35,2031","4,777","25,8022","1025,8232"
5,2024-09-12,"09:50:09,000",2024-09-12 09:50:09.500,"16,4402","44,573104","4,28E+02","0,14254","8,5521","513,125",2054,"35,2032","4,821","25,8024","1025,8236"
5,2024-09-12,"09:50:10,000",2024-09-12 09:50:10.000,"16,44","44,573048","4,37E+02","0,14268","8,5604","513,625",2056,"35,2034","4,865","25,8026","1025,8239"
5,2024-09-12,"09:50:10,000",2024-09-12 09:50:10.500,"16,44","44,573147","4,36E+02","0,14282","8,5688","514,125",2058,"35,2035","4,909","25,8026","1025,8242"
5,2024-09-12,"09:50:11,000",2024-09-12 09:50:11.000,"16,4402","44,573451","4,37E+02","0,14296","8,5771","514,625",2060,"35,2036","4,952","25,8027","1025,8245"
5,2024-09-12,"09:50:11,000",2024-09-12 09:50:11.500,"16,4404","44,573716","4,31E+02","0,1431","8,5854","515,125",2062,"35,2036","4,993","25,8027","1025,8246"
5,2024-09-12,"09:50:12,000",2024-09-12 09:50:12.000,"16,4406","44,573893","4,37E+02","0,14322","8,5938","515,625",2064,"35,2035","5,032","25,8025","1025,8247"
5,2024-09-12,"09:50:12,000",2024-09-12 09:50:12.500,"16,4408","44,573941","4,29E+02","0,14337","8,6021","516,125",2066,"35,2034","5,067","25,8024","1025,8247"
5,2024-09-12,"09:50:13,000",2024-09-12 09:50:13.000,"16,4408","44,573835","4,11E+02","0,1435","8,6104","516,625",2068,"35,2033","5,099","25,8023","1025,8248"
5,2024-09-12,"09:50:13,000",2024-09-12 09:50:13.500,"16,4406","44,573727","3,80E+02","0,14364","8,6187","517,125",2070,"35,2034","5,13","25,8025","1025,825"
5,2024-09-12,"09:50:14,000",2024-09-12 09:50:14.000,"16,4404","44,573674","3,95E+02","0,14379","8,6271","517,625",2072,"35,2036","5,165","25,8026","1025,8253"
5,2024-09-12,"09:50:14,000",2024-09-12 09:50:14.500,"16,4402","44,573624","3,81E+02","0,14393","8,6354","518,125",2074,"35,2036","5,208","25,8027","1025,8256"
5,2024-09-12,"09:50:15,000",2024-09-12 09:50:15.000,"16,4402","44,573511","3,75E+02","0,14407","8,6438","518,625",2076,"35,2035","5,258","25,8027","1025,8258"
5,2024-09-12,"09:50:15,000",2024-09-12 09:50:15.500,"16,44","44,573413","3,70E+02","0,14421","8,6521","519,125",2078,"35,2035","5,314","25,8027","1025,826"
5,2024-09-12,"09:50:16,000",2024-09-12 09:50:16.000,"16,44","44,573195","3,53E+02","0,14435","8,6604","519,625",2080,"35,2034","5,369","25,8026","1025,8262"
5,2024-09-12,"09:50:16,000",2024-09-12 09:50:16.500,"16,4398","44,573045","3,48E+02","0,14448","8,6687","520,125",2082,"35,2034","5,421","25,8027","1025,8265"
5,2024-09-12,"09:50:17,000",2024-09-12 09:50:17.000,"16,4397","44,573083","3,57E+02","0,14461","8,6771","520,625",2084,"35,2035","5,468","25,8028","1025,8268"
5,2024-09-12,"09:50:17,000",2024-09-12 09:50:17.500,"16,4396","44,573126","3,46E+02","0,14475","8,6854","521,125",2086,"35,2036","5,509","25,8028","1025,827"
5,2024-09-12,"09:50:18,000",2024-09-12 09:50:18.000,"16,4395","44,573067","3,49E+02","0,1449","8,6938","521,625",2088,"35,2036","5,547","25,8029","1025,8273"
5,2024-09-12,"09:50:18,000",2024-09-12 09:50:18.500,"16,4393","44,572922","3,50E+02","0,14504","8,7021","522,125",2090,"35,2036","5,583","25,8029","1025,8275"
5,2024-09-12,"09:50:19,000",2024-09-12 09:50:19.000,"16,4392","44,572789","3,39E+02","0,14518","8,7104","522,625",2092,"35,2036","5,617","25,8029","1025,8276"
5,2024-09-12,"09:50:19,000",2024-09-12 09:50:19.500,"16,4391","44,572688","3,47E+02","0,14532","8,7188","523,125",2094,"35,2036","5,649","25,803","1025,8279"
5,2024-09-12,"09:50:20,000",2024-09-12 09:50:20.000,"16,4389","44,572728","3,35E+02","0,14546","8,7271","523,625",2096,"35,2037","5,68","25,8031","1025,8281"
5,2024-09-12,"09:50:20,000",2024-09-12 09:50:20.500,"16,4389","44,572829","3,45E+02","0,1456","8,7354","524,125",2098,"35,2038","5,71","25,8032","1025,8283"
5,2024-09-12,"09:50:21,000",2024-09-12 09:50:21.000,"16,4393","44,572947","3,34E+02","0,14572","8,7437","524,625",2100,"35,2036","5,745","25,8029","1025,8283"
5,2024-09-12,"09:50:21,000",2024-09-12 09:50:21.500,"16,4394","44,57321","3,41E+02","0,14586","8,7521","525,125",2102,"35,2036","5,785","25,803","1025,8284"
5,2024-09-12,"09:50:22,000",2024-09-12 09:50:22.000,"16,4395","44,5733","3,46E+02","0,14601","8,7604","525,625",2104,"35,2036","5,831","25,8029","1025,8286"
5,2024-09-12,"09:50:22,000",2024-09-12 09:50:22.500,"16,4395","44,573154","3,46E+02","0,14615","8,7688","526,125",2106,"35,2036","5,879","25,8028","1025,8288"
5,2024-09-12,"09:50:23,000",2024-09-12 09:50:23.000,"16,4393","44,573143","3,45E+02","0,14629","8,7771","526,625",2108,"35,2036","5,927","25,803","1025,829"
5,2024-09-12,"09:50:23,000",2024-09-12 09:50:23.500,"16,4393","44,573197","3,48E+02","0,14643","8,7854","527,125",2110,"35,2037","5,972","25,803","1025,8293"
5,2024-09-12,"09:50:24,000",2024-09-12 09:50:24.000,"16,4393","44,573075","3,47E+02","0,14657","8,7937","527,625",2112,"35,2036","6,011","25,8029","1025,8294"
5,2024-09-12,"09:50:24,000",2024-09-12 09:50:24.500,"16,4392","44,573028","3,38E+02","0,14671","8,8021","528,125",2114,"35,2036","6,047","25,803","1025,8295"
5,2024-09-12,"09:50:25,000",2024-09-12 09:50:25.000,"16,4391","44,573147","3,34E+02","0,14685","8,8104","528,625",2116,"35,2038","6,082","25,8031","1025,8299"
5,2024-09-12,"09:50:25,000",2024-09-12 09:50:25.500,"16,4391","44,573336","3,39E+02","0,14697","8,8188","529,125",2118,"35,2039","6,12","25,8032","1025,8302"
5,2024-09-12,"09:50:26,000",2024-09-12 09:50:26.000,"16,4391","44,573538","3,26E+02","0,14712","8,8271","529,625",2120,"35,2041","6,162","25,8033","1025,8304"
5,2024-09-12,"09:50:26,000",2024-09-12 09:50:26.500,"16,4395","44,573887","3,31E+02","0,14726","8,8354","530,125",2122,"35,204","6,209","25,8033","1025,8306"
5,2024-09-12,"09:50:27,000",2024-09-12 09:50:27.000,"16,4398","44,574268","3,22E+02","0,1474","8,8438","530,625",2124,"35,2041","6,257","25,8032","1025,8308"
5,2024-09-12,"09:50:27,000",2024-09-12 09:50:27.500,"16,4402","44,574734","3,24E+02","0,14754","8,8521","531,125",2126,"35,2041","6,305","25,803","1025,8308"
5,2024-09-12,"09:50:28,000",2024-09-12 09:50:28.000,"16,4408","44,575141","3,23E+02","0,14768","8,8604","531,625",2128,"35,2039","6,351","25,8028","1025,8308"
5,2024-09-12,"09:50:28,000",2024-09-12 09:50:28.500,"16,4413","44,575188","3,19E+02","0,14782","8,8687","532,125",2130,"35,2035","6,397","25,8024","1025,8306"
5,2024-09-12,"09:50:29,000",2024-09-12 09:50:29.000,"16,4414","44,574972","3,23E+02","0,14796","8,8771","532,625",2132,"35,2032","6,438","25,8021","1025,8305"
5,2024-09-12,"09:50:29,000",2024-09-12 09:50:29.500,"16,441","44,574596","3,22E+02","0,1481","8,8854","533,125",2134,"35,2032","6,48","25,8022","1025,8308"
5,2024-09-12,"09:50:30,000",2024-09-12 09:50:30.000,"16,4406","44,574542","3,09E+02","0,14823","8,8938","533,625",2136,"35,2035","6,518","25,8026","1025,8313"
5,2024-09-12,"09:50:30,000",2024-09-12 09:50:30.500,"16,4404","44,574756","3,14E+02","0,14837","8,9021","534,125",2138,"35,2039","6,554","25,8029","1025,8317"
5,2024-09-12,"09:50:31,000",2024-09-12 09:50:31.000,"16,4406","44,574985","3,16E+02","0,14851","8,9104","534,625",2140,"35,2039","6,588","25,8028","1025,8319"
5,2024-09-12,"09:50:31,000",2024-09-12 09:50:31.500,"16,441","44,575279","3,12E+02","0,14865","8,9187","535,125",2142,"35,2037","6,62","25,8027","1025,8317"
5,2024-09-12,"09:50:32,000",2024-09-12 09:50:32.000,"16,4415","44,575506","3,07E+02","0,14879","8,9271","535,625",2144,"35,2035","6,651","25,8024","1025,8317"
5,2024-09-12,"09:50:32,000",2024-09-12 09:50:32.500,"16,4417","44,575418","2,98E+02","0,14893","8,9354","536,125",2146,"35,2032","6,684","25,8021","1025,8315"
5,2024-09-12,"09:50:33,000",2024-09-12 09:50:33.000,"16,4415","44,575424","3,06E+02","0,14907","8,9438","536,625",2148,"35,2035","6,719","25,8023","1025,832"
5,2024-09-12,"09:50:33,000",2024-09-12 09:50:33.500,"16,4415","44,575846","2,96E+02","0,14921","8,9521","537,125",2150,"35,2039","6,756","25,8027","1025,8324"
5,2024-09-12,"09:50:34,000",2024-09-12 09:50:34.000,"16,4418","44,576473","2,85E+02","0,14935","8,9604","537,625",2152,"35,204","6,793","25,8027","1025,8326"
5,2024-09-12,"09:50:34,000",2024-09-12 09:50:34.500,"16,4423","44,577086","2,92E+02","0,14948","8,9688","538,125",2154,"35,2041","6,832","25,8027","1025,8327"
5,2024-09-12,"09:50:35,000",2024-09-12 09:50:35.000,"16,443","44,577837","2,95E+02","0,14962","8,9771","538,625",2156,"35,2042","6,87","25,8026","1025,8329"
5,2024-09-12,"09:50:35,000",2024-09-12 09:50:35.500,"16,4436","44,578667","2,85E+02","0,14976","8,9854","539,125",2158,"35,2044","6,907","25,8026","1025,833"
5,2024-09-12,"09:50:36,000",2024-09-12 09:50:36.000,"16,4441","44,578891","2,87E+02","0,1499","8,9937","539,625",2160,"35,2041","6,942","25,8022","1025,8328"
